orf_plate,gene,decision,distance2,distance,threshold2,feature_count,usable_feature_count,control_rows,candidate_count,top_candidate,top_candidate_target,top_restoration_score,top_distance,top_target_match,top_target_list_match,best_target_rank,best_target_restoration_score,best_target_distance,has_target_candidate,positive_target_score,positive_top_score,shift_margin,replicate_consistency,data_source,source_hash,selection_rule_pass,selection_priority
BR00118039,KCNK1,CONTINUOUS,4.309712024191033,2.0759845915109856,21.371183642407196,96,96,124,260,geldanamycin|HSP90AB1|BRD-K43570081-001-02-4,HSP90AB1,-3.0673840744243064,8.4438266662661,False,False,166,-6.671787203929537,15.92651202471654,True,False,False,-17.061471618216164,not_available_in_cached_sweep,runs/kaggle_output/cpjump1_selection_sweep_results.csv,sha256:b79246463989a0a2676b2a6b84a1306ae15f2f3e5627680b686511df8e58f28a,False,0.006024096385542169
BR00118050,DCK,CONTINUOUS,5.234050373883469,2.287804706237722,20.340209737698444,96,96,124,260,ANR-94|ADORA2A|BRD-K31170746-001-01-6,ADORA2A,-0.3973442632436834,3.196850781684579,False,False,170,-1.3219521695737355,5.312173101212004,True,False,False,-15.106159363814974,not_available_in_cached_sweep,runs/kaggle_output/cpjump1_selection_sweep_results.csv,sha256:b79246463989a0a2676b2a6b84a1306ae15f2f3e5627680b686511df8e58f28a,False,0.0058823529411764705
BR00118039,GAA,CONTINUOUS,2.484548905622923,1.5762451921014455,21.371183642407196,96,96,124,260,geldanamycin|HSP90AB1|BRD-K43570081-001-02-4,HSP90AB1,-4.356924613361362,8.4438266662661,False,False,171,-9.140076018881938,15.983246072315962,True,False,False,-18.886634736784274,not_available_in_cached_sweep,runs/kaggle_output/cpjump1_selection_sweep_results.csv,sha256:b79246463989a0a2676b2a6b84a1306ae15f2f3e5627680b686511df8e58f28a,False,0.005847953216374269
BR00117006,CSK,CONTINUOUS,13.199023163617529,3.6330459897471057,21.275494504478107,96,96,124,260,desonide|PLA2G1B|BRD-K21528677-001-04-4,PLA2G1B,0.1624667798469278,3.042796706757936,False,False,172,-0.5401106060804697,5.595292661189175,True,False,True,-8.07647134086058,not_available_in_cached_sweep,runs/kaggle_output/cpjump1_selection_sweep_results.csv,sha256:b79246463989a0a2676b2a6b84a1306ae15f2f3e5627680b686511df8e58f28a,False,0.005813953488372093
BR00118050,FOXM1,CONTINUOUS,3.225355253557275,1.7959274076524572,20.340209737698444,96,96,124,260,ANR-94|ADORA2A|BRD-K31170746-001-01-6,ADORA2A,-0.7800556793448326,3.196850781684579,False,False,172,-1.9753480811519688,5.343509166249944,True,False,False,-17.11485448414117,not_available_in_cached_sweep,runs/kaggle_output/cpjump1_selection_sweep_results.csv,sha256:b79246463989a0a2676b2a6b84a1306ae15f2f3e5627680b686511df8e58f28a,False,0.005813953488372093
BR00118039,BAX,CONTINUOUS,3.054730800017169,1.7477788189634205,21.371183642407196,96,96,124,260,geldanamycin|HSP90AB1|BRD-K43570081-001-02-4,HSP90AB1,-3.83117576128378,8.4438266662661,False,False,173,-8.15054124506973,15.99312217019319,True,False,False,-18.316452842390028,not_available_in_cached_sweep,runs/kaggle_output/cpjump1_selection_sweep_results.csv,sha256:b79246463989a0a2676b2a6b84a1306ae15f2f3e5627680b686511df8e58f28a,False,0.005780346820809248
BR00117006,ABL1,CONTINUOUS,9.775326791754438,3.1265519013370686,21.275494504478107,96,96,124,260,desonide|PLA2G1B|BRD-K21528677-001-04-4,PLA2G1B,0.0267883589408152,3.042796706757936,False,False,174,-0.7909682226056323,5.599555101623701,True,False,True,-11.50016771272367,not_available_in_cached_sweep,runs/kaggle_output/cpjump1_selection_sweep_results.csv,sha256:b79246463989a0a2676b2a6b84a1306ae15f2f3e5627680b686511df8e58f28a,False,0.005747126436781609
BR00118039,EDNRB,CONTINUOUS,1.720343296417368,1.311618578862532,21.371183642407196,96,96,124,260,geldanamycin|HSP90AB1|BRD-K43570081-001-02-4,HSP90AB1,-5.43771505095815,8.4438266662661,False,False,174,-11.19706897256898,15.997902272101404,True,False,False,-19.650840345989828,not_available_in_cached_sweep,runs/kaggle_output/cpjump1_selection_sweep_results.csv,sha256:b79246463989a0a2676b2a6b84a1306ae15f2f3e5627680b686511df8e58f28a,False,0.005747126436781609
BR00118050,ABL1,CONTINUOUS,8.493757737167966,2.9144052115599792,20.340209737698444,96,96,124,260,ANR-94|ADORA2A|BRD-K31170746-001-01-6,ADORA2A,-0.0969136237484009,3.196850781684579,False,False,177,-0.8570597227295402,5.412224534102959,True,False,False,-11.846452000530478,not_available_in_cached_sweep,runs/kaggle_output/cpjump1_selection_sweep_results.csv,sha256:b79246463989a0a2676b2a6b84a1306ae15f2f3e5627680b686511df8e58f28a,False,0.005649717514124294
BR00118049,HDAC6,CONTINUOUS,1.6963157783016063,1.3024268802130914,36.44277543917322,96,96,124,260,desonide|PLA2G1B|BRD-K21528677-001-04-4,PLA2G1B,-0.2510400431661095,1.6293881804437385,False,False,177,-1.0998236809198838,2.734866805740154,True,False,False,-34.74645966087161,not_available_in_cached_sweep,runs/kaggle_output/cpjump1_selection_sweep_results.csv,sha256:b79246463989a0a2676b2a6b84a1306ae15f2f3e5627680b686511df8e58f28a,False,0.005649717514124294
